LDNS,Hostname,ADNS_RTT,LDNS_RTT
71.10.216.1,google.com,108,48
71.10.216.1,google.com,47,49
71.10.216.1,google.com,80,47
71.10.216.1,google.com,48,49
71.10.216.1,google.com,97,47
71.10.216.1,google.com,80,48
71.10.216.1,google.com,46,47
71.10.216.1,google.com,48,48
71.10.216.1,google.com,53,45
71.10.216.1,google.com,77,59
71.10.216.1,youtube.com,45,47
71.10.216.1,youtube.com,72,48
71.10.216.1,youtube.com,46,48
71.10.216.1,youtube.com,49,45
71.10.216.1,youtube.com,94,45
71.10.216.1,youtube.com,78,48
71.10.216.1,youtube.com,47,48
71.10.216.1,youtube.com,73,46
71.10.216.1,youtube.com,81,48
71.10.216.1,youtube.com,81,52
71.10.216.1,microsoft.com,93,51
71.10.216.1,microsoft.com,45,55
71.10.216.1,microsoft.com,46,56
71.10.216.1,microsoft.com,62,50
71.10.216.1,microsoft.com,54,75
71.10.216.1,microsoft.com,73,45
71.10.216.1,microsoft.com,60,65
71.10.216.1,microsoft.com,45,46
71.10.216.1,microsoft.com,69,47
71.10.216.1,microsoft.com,85,64
71.10.216.1,facebook.com,87,47
71.10.216.1,facebook.com,65,43
71.10.216.1,facebook.com,91,50
71.10.216.1,facebook.com,90,50
71.10.216.1,facebook.com,45,48
71.10.216.1,facebook.com,51,54
71.10.216.1,facebook.com,55,51
71.10.216.1,facebook.com,70,58
71.10.216.1,facebook.com,97,49
71.10.216.1,facebook.com,61,57
71.10.216.1,github.com,57,48
71.10.216.1,github.com,62,49
71.10.216.1,github.com,49,48
71.10.216.1,github.com,54,59
71.10.216.1,github.com,61,67
71.10.216.1,github.com,60,45
71.10.216.1,github.com,45,46
71.10.216.1,github.com,53,47
71.10.216.1,github.com,60,50
71.10.216.1,github.com,47,48
71.10.216.1,slack.com,91,46
71.10.216.1,slack.com,60,50
71.10.216.1,slack.com,47,56
71.10.216.1,slack.com,91,63
71.10.216.1,slack.com,68,49
71.10.216.1,slack.com,58,75
71.10.216.1,slack.com,57,65
71.10.216.1,slack.com,64,48
71.10.216.1,slack.com,50,44
71.10.216.1,slack.com,48,50
71.10.216.1,zoom.us,55,48
71.10.216.1,zoom.us,86,48
71.10.216.1,zoom.us,90,47
71.10.216.1,zoom.us,48,60
71.10.216.1,zoom.us,88,48
71.10.216.1,zoom.us,64,50
71.10.216.1,zoom.us,46,50
71.10.216.1,zoom.us,55,48
71.10.216.1,zoom.us,52,51
71.10.216.1,zoom.us,96,48
71.10.216.1,canva.com,49,49
71.10.216.1,canva.com,51,64
71.10.216.1,canva.com,50,44
71.10.216.1,canva.com,60,44
71.10.216.1,canva.com,58,76
71.10.216.1,canva.com,50,45
71.10.216.1,canva.com,65,51
71.10.216.1,canva.com,51,47
