LDNS,Hostname,Hit,Timestamp
64.233.217.2,google.com,True,1759852352.576289
64.233.217.2,facebook.com,True,1759852352.653257
64.233.217.2,youtube.com,True,1759852352.73583
64.233.217.2,microsoft.com,True,1759852352.8294127
64.233.217.2,github.com,True,1759852352.910882
64.233.217.2,slack.com,True,1759852352.9895632
64.233.217.2,zoom.us,False,1759852353.0693235
64.233.217.2,canva.com,False,1759852353.1513324
64.233.217.3,google.com,True,1759852353.2277849
64.233.217.3,facebook.com,False,1759852353.292333
64.233.217.3,youtube.com,True,1759852353.3702972
64.233.217.3,microsoft.com,True,1759852353.4525373
64.233.217.3,github.com,True,1759852353.5321133
64.233.217.3,slack.com,True,1759852353.5919228
64.233.217.3,zoom.us,False,1759852353.650851
64.233.217.3,canva.com,False,1759852353.711391
64.233.207.16,google.com,True,1759852353.7911184
64.233.207.16,facebook.com,False,1759852353.859395
64.233.207.16,youtube.com,False,1759852353.9154594
64.233.207.16,microsoft.com,True,1759852353.9977837
64.233.207.16,github.com,False,1759852354.077504
64.233.207.16,slack.com,False,1759852354.1548488
64.233.207.16,zoom.us,False,1759852354.2322862
64.233.207.16,canva.com,False,1759852354.3055646
64.233.207.2,google.com,True,1759852354.3691282
64.233.207.2,facebook.com,False,1759852354.4509435
64.233.207.2,youtube.com,False,1759852354.521587
64.233.207.2,microsoft.com,True,1759852354.6006687
64.233.207.2,github.com,False,1759852354.6755733
64.233.207.2,slack.com,False,1759852354.754316
64.233.207.2,zoom.us,False,1759852354.8293786
64.233.207.2,canva.com,False,1759852354.909096
71.10.216.1,google.com,True,1759852355.001618
71.10.216.1,facebook.com,True,1759852355.0913641
71.10.216.1,youtube.com,True,1759852355.173973
71.10.216.1,microsoft.com,False,1759852355.2692685
71.10.216.1,github.com,False,1759852355.3533447
71.10.216.1,slack.com,False,1759852355.4388194
71.10.216.1,zoom.us,False,1759852355.5318696
71.10.216.1,canva.com,True,1759852355.6221406
71.10.216.2,google.com,True,1759852355.673736
71.10.216.2,facebook.com,True,1759852355.736727
71.10.216.2,youtube.com,True,1759852355.814384
71.10.216.2,microsoft.com,False,1759852355.8960123
71.10.216.2,github.com,False,1759852355.9725804
71.10.216.2,slack.com,False,1759852356.0496302
71.10.216.2,zoom.us,False,1759852356.121777
71.10.216.2,canva.com,True,1759852356.1974185
209.18.47.61,google.com,True,1759852356.2921429
209.18.47.61,facebook.com,True,1759852356.3743832
209.18.47.61,youtube.com,True,1759852356.4776618
209.18.47.61,microsoft.com,True,1759852356.5733504
209.18.47.61,github.com,False,1759852356.674496
209.18.47.61,slack.com,False,1759852356.7737384
209.18.47.61,zoom.us,False,1759852356.8731897
209.18.47.61,canva.com,False,1759852356.9718401
209.18.47.62,google.com,True,1759852357.0251558
209.18.47.62,facebook.com,True,1759852357.0861652
209.18.47.62,youtube.com,True,1759852357.1531925
209.18.47.62,microsoft.com,True,1759852357.223087
209.18.47.62,github.com,False,1759852357.2743242
209.18.47.62,slack.com,False,1759852357.3448923
209.18.47.62,zoom.us,False,1759852357.4101808
209.18.47.62,canva.com,True,1759852357.4748557
212.230.255.1,google.com,True,1759852357.7245646
212.230.255.1,facebook.com,False,1759852357.934044
